year,occupation,job_satisfaction,hours_worked,age,sex,highest_degree,stress_level,marital_status,race,work_status,num_children,income
2016,Services,very satisfied,,24.0,female,high school,never,never married,black,working part time,0.0,"$25,000 or more"
2016,Wholesalers,moderately satisfied,,24.0,male,high school,always,married,white,working full time,2.0,"$25,000 or more"
2016,Construction,very satisfied,,38.0,male,less than high school,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Wholesalers,very satisfied,,37.0,male,graduate,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,moderately satisfied,,37.0,female,high school,always,married,white,working full time,2.0,"$25,000 or more"
2016,Services,very satisfied,,33.0,female,high school,always,married,white,working full time,0.0,"$25,000 or more"
2016,Healthcare,very satisfied,,57.0,female,graduate,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,36.0,male,graduate,sometimes,married,white,working full time,3.0,"$25,000 or more"
2016,Services,very satisfied,,58.0,male,less than high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Wholesalers,moderately satisfied,,50.0,male,high school,sometimes,married,white,working full time,3.0,"$25,000 or more"
2016,Healthcare,very satisfied,,43.0,male,bachelor's,always,married,white,working full time,2.0,"$25,000 or more"
2016,Education,moderately satisfied,40.0,31.0,female,bachelor's,always,married,white,"with a job, but not at work because of temporary illness, vacation, strike",1.0,"$25,000 or more"
2016,Manufacturing,very satisfied,,29.0,female,high school,hardly ever,married,white,working part time,2.0,"$25,000 or more"
2016,Construction,very satisfied,,53.0,male,less than high school,sometimes,married,white,working full time,3.0,"$25,000 or more"
2016,Services,very satisfied,,52.0,female,associate/junior college,sometimes,married,white,working full time,3.0,"$25,000 or more"
2016,Services,a little dissatisfied,,37.0,male,high school,always,married,other,working full time,5.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,36.0,male,high school,often,married,white,working full time,7.0,"$25,000 or more"
2016,Construction,moderately satisfied,,22.0,male,high school,sometimes,never married,white,working full time,0.0,"$10,000 to $14,999"
2016,Healthcare,very satisfied,,20.0,male,high school,hardly ever,never married,white,working part time,0.0,"$5,000 to $5,999"
2016,Healthcare,very satisfied,,31.0,female,high school,hardly ever,never married,black,working full time,1.0,"$20,000 to $24,999"
2016,Construction,moderately satisfied,,61.0,male,associate/junior college,often,married,white,working full time,7.0,"$25,000 or more"
2016,Services,moderately satisfied,,34.0,male,high school,often,married,white,working full time,4.0,"$25,000 or more"
2016,Services,very satisfied,,50.0,male,bachelor's,sometimes,divorced,other,working full time,4.0,"$25,000 or more"
2016,Construction,very satisfied,,29.0,male,less than high school,sometimes,married,other,working full time,2.0,"$25,000 or more"
2016,Agriculture,very satisfied,,59.0,male,high school,hardly ever,married,white,working full time,5.0,"$25,000 or more"
2016,Education,very satisfied,,38.0,female,graduate,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Services,moderately satisfied,,32.0,female,bachelor's,never,never married,white,working full time,0.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,64.0,female,high school,often,married,white,working full time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,30.0,female,bachelor's,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Stores,moderately satisfied,,48.0,female,high school,sometimes,divorced,black,working full time,4.0,"$20,000 to $24,999"
2016,Wholesalers,very satisfied,,44.0,male,high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Other,very satisfied,,25.0,male,bachelor's,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Manufacturing,very satisfied,,60.0,male,bachelor's,sometimes,never married,black,working full time,1.0,"$25,000 or more"
2016,Education,very satisfied,,50.0,female,bachelor's,always,divorced,white,working full time,3.0,"$25,000 or more"
2016,Education,very satisfied,,47.0,male,graduate,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Services,very dissatisfied,,64.0,female,graduate,always,never married,white,working full time,0.0,"$25,000 or more"
2016,Other,moderately satisfied,,21.0,female,high school,sometimes,divorced,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,very satisfied,,60.0,female,high school,sometimes,widowed,white,working part time,2.0,"$25,000 or more"
2016,Services,moderately satisfied,,43.0,female,less than high school,sometimes,divorced,other,working part time,3.0,"$10,000 to $14,999"
2016,Education,moderately satisfied,,59.0,female,bachelor's,sometimes,married,white,working full time,0.0,"$25,000 or more"
2016,Services,very satisfied,,54.0,male,bachelor's,often,married,white,working full time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,36.0,female,associate/junior college,often,never married,white,working full time,1.0,"$3,000 to $3,999"
2016,Services,moderately satisfied,,64.0,female,high school,never,divorced,white,working part time,0.0,"$15,000 to $19,999"
2016,Other,very satisfied,,63.0,female,graduate,often,widowed,white,working full time,1.0,"$25,000 or more"
2016,Construction,moderately satisfied,,53.0,male,bachelor's,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Education,moderately satisfied,,57.0,male,graduate,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Healthcare,very satisfied,,41.0,female,high school,sometimes,divorced,white,working full time,2.0,"$25,000 or more"
2016,Services,a little dissatisfied,40.0,38.0,male,bachelor's,sometimes,married,white,"with a job, but not at work because of temporary illness, vacation, strike",0.0,"$25,000 or more"
2016,Services,moderately satisfied,,32.0,male,high school,hardly ever,never married,white,working full time,0.0,"$25,000 or more"
2016,Healthcare,moderately satisfied,,32.0,female,high school,sometimes,married,black,working full time,2.0,"$25,000 or more"
2016,Services,very satisfied,,67.0,female,graduate,sometimes,never married,white,working part time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,35.0,male,high school,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Healthcare,moderately satisfied,,28.0,female,bachelor's,often,married,white,working full time,1.0,"$25,000 or more"
2016,Education,moderately satisfied,,52.0,female,graduate,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Services,very satisfied,,55.0,male,high school,sometimes,divorced,white,working full time,2.0,"$25,000 or more"
2016,Construction,very satisfied,,36.0,female,high school,never,married,white,working full time,3.0,"$25,000 or more"
2016,Healthcare,very satisfied,,66.0,female,high school,hardly ever,divorced,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,a little dissatisfied,,35.0,female,high school,often,divorced,black,working full time,3.0,"$10,000 to $14,999"
2016,Healthcare,very satisfied,,37.0,male,high school,often,divorced,white,working full time,2.0,"$25,000 or more"
2016,Services,a little dissatisfied,,61.0,male,high school,often,married,white,working full time,2.0,"$25,000 or more"
2016,Stores,moderately satisfied,,67.0,female,high school,sometimes,divorced,white,working part time,1.0,"$25,000 or more"
2016,Healthcare,very satisfied,,30.0,male,high school,often,married,white,working full time,1.0,"$25,000 or more"
2016,Services,very satisfied,,56.0,female,graduate,often,divorced,black,working full time,0.0,"$25,000 or more"
2016,Education,very satisfied,,53.0,female,bachelor's,sometimes,married,white,working part time,2.0,"$25,000 or more"
2016,Healthcare,very satisfied,,51.0,female,high school,always,widowed,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,very satisfied,,67.0,female,bachelor's,hardly ever,divorced,white,working part time,2.0,"$15,000 to $19,999"
2016,Healthcare,very satisfied,,37.0,female,high school,hardly ever,divorced,black,working full time,5.0,"$25,000 or more"
2016,Government/Military,moderately satisfied,,45.0,female,graduate,always,divorced,white,working full time,1.0,"$25,000 or more"
2016,Agriculture,moderately satisfied,,37.0,male,high school,often,married,white,working full time,1.0,"$25,000 or more"
2016,Stores,very satisfied,,69.0,female,less than high school,sometimes,married,white,working part time,3.0,"$25,000 or more"
2016,Other,very satisfied,,28.0,female,bachelor's,hardly ever,divorced,white,working full time,2.0,"$25,000 or more"
2016,Wholesalers,moderately satisfied,,30.0,female,associate/junior college,sometimes,never married,white,working full time,2.0,"$20,000 to $24,999"
2016,Manufacturing,very satisfied,,27.0,male,bachelor's,hardly ever,never married,white,working full time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,26.0,male,high school,always,never married,white,working full time,0.0,"$5,000 to $5,999"
2016,Education,very satisfied,,27.0,male,bachelor's,sometimes,married,white,working full time,0.0,"$20,000 to $24,999"
2016,Services,very dissatisfied,,23.0,female,bachelor's,sometimes,never married,white,working full time,0.0,"$10,000 to $14,999"
2016,Education,moderately satisfied,,67.0,female,graduate,sometimes,divorced,white,working part time,2.0,"$25,000 or more"
2016,Stores,moderately satisfied,,47.0,female,bachelor's,sometimes,separated,other,working full time,1.0,"$25,000 or more"
2016,Services,very satisfied,,52.0,male,graduate,sometimes,never married,white,working full time,1.0,"$25,000 or more"
2016,Education,very satisfied,,56.0,female,high school,often,married,white,working full time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,24.0,female,high school,sometimes,never married,black,working part time,0.0,"$20,000 to $24,999"
2016,Services,moderately satisfied,,60.0,female,high school,sometimes,divorced,black,working full time,2.0,"$25,000 or more"
2016,,moderately satisfied,,40.0,female,less than high school,always,married,black,working full time,3.0,"$25,000 or more"
2016,Education,very satisfied,,59.0,female,bachelor's,always,married,black,working full time,4.0,"$25,000 or more"
2016,Manufacturing,very dissatisfied,,48.0,female,less than high school,sometimes,divorced,white,working full time,1.0,"$25,000 or more"
2016,Education,very satisfied,,41.0,female,graduate,sometimes,married,black,keeping house,3.0,"$25,000 or more"
2016,Wholesalers,moderately satisfied,65.0,41.0,male,high school,often,divorced,black,"with a job, but not at work because of temporary illness, vacation, strike",3.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,28.0,male,high school,sometimes,never married,black,working full time,0.0,"$25,000 or more"
2016,Healthcare,very satisfied,,41.0,female,bachelor's,sometimes,married,white,working full time,2.0,"$15,000 to $19,999"
2016,Government/Military,moderately satisfied,,35.0,female,high school,sometimes,never married,black,working full time,3.0,"$25,000 or more"
2016,Services,very satisfied,,26.0,female,high school,sometimes,never married,black,working full time,1.0,"$10,000 to $14,999"
2016,Services,moderately satisfied,,18.0,female,high school,hardly ever,never married,black,working part time,0.0,"$25,000 or more"
2016,Services,very satisfied,,55.0,female,associate/junior college,often,never married,black,working full time,1.0,"$25,000 or more"
2016,Services,very satisfied,,31.0,female,associate/junior college,never,married,black,working full time,0.0,"$15,000 to $19,999"
2016,Services,very satisfied,,58.0,male,high school,hardly ever,widowed,white,working part time,1.0,"$5,000 to $5,999"
2016,Services,very satisfied,,52.0,female,bachelor's,often,married,white,working full time,0.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,49.0,male,high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Healthcare,very satisfied,,33.0,male,bachelor's,sometimes,never married,black,working full time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,39.0,female,high school,often,separated,black,working full time,6.0,"$25,000 or more"
2016,Healthcare,very satisfied,,36.0,female,associate/junior college,often,divorced,white,working full time,3.0,"$25,000 or more"
2016,Manufacturing,very satisfied,,30.0,male,high school,never,married,black,working full time,8.0,"$20,000 to $24,999"
2016,Agriculture,very satisfied,,48.0,male,high school,sometimes,married,black,working full time,1.0,"$25,000 or more"
2016,Government/Military,moderately satisfied,,47.0,male,high school,sometimes,divorced,black,working full time,2.0,"$25,000 or more"
2016,Services,very satisfied,,55.0,female,high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Healthcare,moderately satisfied,,58.0,female,high school,sometimes,divorced,black,working part time,1.0,"$20,000 to $24,999"
2016,Services,moderately satisfied,,52.0,male,bachelor's,always,never married,white,working full time,0.0,"$25,000 or more"
2016,Services,very satisfied,,41.0,male,bachelor's,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Manufacturing,very satisfied,,37.0,male,bachelor's,often,married,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,very satisfied,,67.0,female,high school,sometimes,married,white,working part time,2.0,"$25,000 or more"
2016,Other,moderately satisfied,,32.0,male,bachelor's,sometimes,married,white,working full time,0.0,"$25,000 or more"
2016,Services,very satisfied,,48.0,male,associate/junior college,never,divorced,black,working full time,2.0,"$25,000 or more"
2016,Construction,very satisfied,,65.0,male,high school,sometimes,divorced,white,working part time,3.0,"$25,000 or more"
2016,Services,very satisfied,,57.0,male,high school,never,married,white,working full time,3.0,"$25,000 or more"
2016,Education,very satisfied,,56.0,male,high school,hardly ever,married,white,working full time,4.0,"$25,000 or more"
2016,Education,very satisfied,,50.0,male,bachelor's,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Healthcare,very satisfied,,25.0,male,associate/junior college,often,never married,white,working full time,0.0,"$25,000 or more"
2016,Stores,moderately satisfied,,45.0,female,bachelor's,sometimes,never married,black,"unemployed, laid off, looking for work",4.0,"$25,000 or more"
2016,Healthcare,very satisfied,,37.0,female,associate/junior college,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,45.0,male,high school,often,married,white,working full time,3.0,"$25,000 or more"
2016,Stores,very satisfied,,53.0,female,high school,often,married,white,working part time,2.0,"$25,000 or more"
2016,Wholesalers,a little dissatisfied,,49.0,male,high school,sometimes,divorced,white,working full time,1.0,"$15,000 to $19,999"
2016,Government/Military,very satisfied,,67.0,male,bachelor's,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Services,very satisfied,,24.0,male,high school,sometimes,never married,white,working full time,1.0,"$25,000 or more"
2016,Healthcare,moderately satisfied,,35.0,female,high school,often,married,white,working full time,2.0,"$25,000 or more"
2016,Stores,moderately satisfied,,22.0,female,high school,often,never married,white,working full time,0.0,"$20,000 to $24,999"
2016,,moderately satisfied,,71.0,female,graduate,hardly ever,widowed,white,working part time,0.0,"$25,000 or more"
2016,Healthcare,very satisfied,,42.0,female,high school,sometimes,never married,other,working full time,3.0,"$25,000 or more"
2016,Education,very satisfied,,58.0,female,high school,sometimes,married,white,working full time,4.0,"$25,000 or more"
2016,Other,very satisfied,,70.0,female,high school,hardly ever,widowed,white,working part time,3.0,"$25,000 or more"
2016,Other,very satisfied,,52.0,male,graduate,always,married,white,working full time,0.0,"$25,000 or more"
2016,Stores,a little dissatisfied,,63.0,female,associate/junior college,sometimes,divorced,white,working full time,1.0,"$20,000 to $24,999"
2016,Manufacturing,very satisfied,,53.0,female,high school,sometimes,widowed,black,working full time,1.0,"$25,000 or more"
2016,Education,very satisfied,,39.0,female,high school,always,separated,black,working full time,3.0,"$25,000 or more"
2016,Services,moderately satisfied,,55.0,female,bachelor's,sometimes,married,black,working full time,2.0,"$25,000 or more"
2016,Manufacturing,very satisfied,,62.0,male,high school,hardly ever,married,white,working full time,2.0,"$25,000 or more"
2016,Services,very satisfied,,22.0,male,high school,sometimes,never married,white,working part time,0.0,"$25,000 or more"
2016,Manufacturing,very satisfied,,47.0,male,high school,sometimes,never married,other,working full time,0.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,57.0,female,high school,often,married,white,working full time,1.0,"$25,000 or more"
2016,Stores,very satisfied,,35.0,male,high school,sometimes,married,white,working full time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,23.0,male,high school,hardly ever,never married,black,working full time,0.0,"$25,000 or more"
2016,Stores,very satisfied,,33.0,male,high school,sometimes,married,white,working full time,2.0,"$3,000 to $3,999"
2016,Wholesalers,moderately satisfied,,58.0,male,bachelor's,sometimes,widowed,white,working full time,1.0,"$25,000 or more"
2016,Wholesalers,very satisfied,50.0,33.0,male,graduate,often,married,white,"with a job, but not at work because of temporary illness, vacation, strike",2.0,"$25,000 or more"
2016,Healthcare,very satisfied,,49.0,female,graduate,sometimes,divorced,white,working full time,4.0,"$25,000 or more"
2016,Healthcare,very satisfied,,52.0,male,graduate,hardly ever,married,white,working full time,3.0,"$25,000 or more"
2016,Services,moderately satisfied,,65.0,male,graduate,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Healthcare,moderately satisfied,,70.0,female,graduate,often,widowed,white,working part time,3.0,"$25,000 or more"
2016,Services,very satisfied,,44.0,male,less than high school,often,divorced,white,working full time,2.0,"$25,000 or more"
2016,Wholesalers,moderately satisfied,,26.0,male,high school,always,married,white,working full time,1.0,"$25,000 or more"
2016,Government/Military,very satisfied,,57.0,male,high school,hardly ever,divorced,white,working full time,1.0,"$25,000 or more"
2016,Wholesalers,very satisfied,,51.0,male,high school,often,divorced,white,working full time,0.0,"$25,000 or more"
2016,Wholesalers,very satisfied,,27.0,male,high school,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Construction,very dissatisfied,,46.0,male,high school,always,married,white,working full time,1.0,"$25,000 or more"
2016,Healthcare,very satisfied,,69.0,female,associate/junior college,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Other,a little dissatisfied,,61.0,male,high school,sometimes,divorced,white,working full time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,37.0,male,high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,42.0,female,high school,hardly ever,married,white,working part time,2.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,39.0,male,graduate,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,29.0,male,bachelor's,sometimes,never married,other,working full time,0.0,"$25,000 or more"
2016,Education,very satisfied,20.0,23.0,female,bachelor's,often,never married,white,"with a job, but not at work because of temporary illness, vacation, strike",0.0,"$25,000 or more"
2016,Construction,very dissatisfied,,59.0,male,high school,often,divorced,white,keeping house,3.0,"$25,000 or more"
2016,Services,very satisfied,,37.0,female,associate/junior college,never,married,white,working full time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,67.0,female,high school,sometimes,married,white,working part time,1.0,"$20,000 to $24,999"
2016,Services,very satisfied,,63.0,male,associate/junior college,often,never married,white,working part time,0.0,"$8,000 to $9,999"
2016,Services,very satisfied,,58.0,female,high school,hardly ever,married,white,working part time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,19.0,male,less than high school,always,never married,white,working part time,0.0,"$25,000 or more"
2016,Healthcare,very satisfied,,47.0,female,high school,sometimes,divorced,white,working full time,3.0,"$10,000 to $14,999"
2016,Manufacturing,moderately satisfied,,22.0,female,high school,hardly ever,never married,black,working full time,0.0,"$25,000 or more"
2016,Construction,very satisfied,,35.0,male,high school,always,married,white,working full time,3.0,"$25,000 or more"
2016,Services,very satisfied,,32.0,male,bachelor's,often,never married,white,working part time,0.0,"$25,000 or more"
2016,Healthcare,very satisfied,,64.0,female,associate/junior college,sometimes,widowed,black,working full time,2.0,"$25,000 or more"
2016,Education,very satisfied,,41.0,female,bachelor's,often,married,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,moderately satisfied,,62.0,female,graduate,often,never married,white,working full time,0.0,"$25,000 or more"
2016,Government/Military,moderately satisfied,,52.0,male,graduate,often,divorced,white,working full time,3.0,"$25,000 or more"
2016,Services,very satisfied,,42.0,male,graduate,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,a little dissatisfied,,41.0,female,high school,often,never married,white,working full time,3.0,"$25,000 or more"
2016,Services,moderately satisfied,,23.0,male,high school,hardly ever,never married,white,working full time,0.0,"$25,000 or more"
2016,Education,moderately satisfied,,46.0,male,graduate,often,married,white,working full time,3.0,"$25,000 or more"
2016,Education,very satisfied,45.0,39.0,female,bachelor's,often,divorced,white,"with a job, but not at work because of temporary illness, vacation, strike",4.0,"$25,000 or more"
2016,Services,very satisfied,,66.0,female,high school,sometimes,married,white,working part time,0.0,"$25,000 or more"
2016,Services,very satisfied,,45.0,female,high school,sometimes,never married,white,working part time,1.0,"$15,000 to $19,999"
2016,Wholesalers,very satisfied,,42.0,male,high school,often,married,white,working full time,1.0,"$25,000 or more"
2016,Construction,very satisfied,,33.0,male,high school,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Manufacturing,very satisfied,,60.0,female,associate/junior college,sometimes,divorced,white,working full time,0.0,"$8,000 to $9,999"
2016,Services,very satisfied,,35.0,female,high school,sometimes,never married,white,working full time,2.0,"$20,000 to $24,999"
2016,Services,very satisfied,,65.0,female,high school,sometimes,married,white,working part time,2.0,"$25,000 or more"
2016,Services,a little dissatisfied,,32.0,male,high school,sometimes,married,white,working full time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,33.0,male,high school,sometimes,never married,other,working part time,2.0,"$10,000 to $14,999"
2016,Education,a little dissatisfied,,29.0,female,less than high school,always,never married,white,working part time,1.0,"$1,000 to $2,999"
2016,Construction,moderately satisfied,,50.0,female,high school,always,divorced,white,keeping house,2.0,"$3,000 to $3,999"
2016,Manufacturing,very dissatisfied,,37.0,male,bachelor's,always,never married,white,working full time,0.0,"$25,000 or more"
2016,Services,very satisfied,,21.0,female,high school,sometimes,never married,white,working part time,1.0,"$25,000 or more"
2016,Services,very satisfied,,53.0,female,high school,often,married,black,working full time,0.0,"$25,000 or more"
2016,Healthcare,moderately satisfied,,,female,high school,sometimes,married,white,working full time,3.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,49.0,male,high school,often,married,white,working full time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,41.0,male,less than high school,always,married,white,working full time,6.0,"$20,000 to $24,999"
2016,Manufacturing,very satisfied,,32.0,female,bachelor's,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,45.0,male,associate/junior college,sometimes,married,other,working full time,5.0,"$25,000 or more"
2016,Manufacturing,very satisfied,,41.0,male,high school,sometimes,divorced,white,working full time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,22.0,male,high school,often,never married,white,working full time,0.0,"$1,000 to $2,999"
2016,Services,very dissatisfied,,61.0,female,high school,often,never married,white,working full time,1.0,"$20,000 to $24,999"
2016,Healthcare,moderately satisfied,,35.0,female,less than high school,sometimes,divorced,white,working full time,5.0,"$20,000 to $24,999"
2016,Construction,very satisfied,,21.0,male,high school,often,never married,black,working full time,1.0,"$25,000 or more"
2016,Healthcare,moderately satisfied,,27.0,female,less than high school,sometimes,never married,white,working full time,2.0,"$25,000 or more"
2016,Stores,a little dissatisfied,,47.0,female,associate/junior college,never,married,white,working part time,2.0,"$25,000 or more"
2016,Healthcare,very satisfied,,36.0,female,high school,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Services,very satisfied,,64.0,male,high school,hardly ever,married,white,working part time,3.0,"$25,000 or more"
2016,Stores,very satisfied,,81.0,male,high school,hardly ever,married,white,working full time,2.0,"$25,000 or more"
2016,Construction,moderately satisfied,,39.0,female,high school,often,never married,white,working full time,3.0,"$25,000 or more"
2016,Construction,a little dissatisfied,,25.0,male,high school,often,never married,white,working full time,1.0,"$20,000 to $24,999"
2016,Government/Military,moderately satisfied,,23.0,male,high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Stores,very satisfied,,32.0,male,high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,31.0,female,graduate,sometimes,married,white,working full time,0.0,"$25,000 or more"
2016,Services,very satisfied,,69.0,male,bachelor's,never,married,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,very satisfied,,67.0,male,graduate,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Services,moderately satisfied,,29.0,male,graduate,hardly ever,married,white,working full time,0.0,"$25,000 or more"
2016,Manufacturing,very satisfied,,30.0,female,high school,sometimes,married,black,working full time,2.0,"$8,000 to $9,999"
2016,Wholesalers,moderately satisfied,,25.0,male,bachelor's,always,never married,white,working full time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,30.0,female,bachelor's,sometimes,married,white,working part time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,29.0,female,high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Other,moderately satisfied,,39.0,female,high school,sometimes,married,white,keeping house,1.0,"$20,000 to $24,999"
2016,Government/Military,moderately satisfied,,67.0,male,high school,sometimes,divorced,white,working full time,1.0,"$25,000 or more"
2016,Wholesalers,moderately satisfied,,64.0,female,high school,often,divorced,black,working part time,3.0,"$10,000 to $14,999"
2016,Manufacturing,very satisfied,45.0,40.0,male,high school,sometimes,divorced,white,"with a job, but not at work because of temporary illness, vacation, strike",2.0,"$25,000 or more"
2016,,a little dissatisfied,,22.0,female,high school,sometimes,never married,black,working full time,1.0,"$10,000 to $14,999"
2016,Services,moderately satisfied,,18.0,male,less than high school,always,never married,white,working part time,0.0,"$25,000 or more"
2016,Services,a little dissatisfied,,39.0,male,high school,never,never married,black,working full time,8.0,"$10,000 to $14,999"
2016,Government/Military,very satisfied,,27.0,male,associate/junior college,sometimes,married,white,working full time,0.0,"$25,000 or more"
2016,,very satisfied,,41.0,female,bachelor's,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,very satisfied,,53.0,female,high school,never,divorced,black,working full time,1.0,"$1,000 to $2,999"
2016,Services,moderately satisfied,,49.0,female,high school,often,married,black,working part time,2.0,"$8,000 to $9,999"
2016,Services,very satisfied,,48.0,male,high school,hardly ever,never married,black,working full time,0.0,"$4,000 to $4,999"
2016,Services,a little dissatisfied,,49.0,male,high school,often,married,black,working full time,3.0,"$25,000 or more"
2016,Government/Military,very satisfied,,43.0,male,bachelor's,sometimes,married,white,working full time,3.0,"$25,000 or more"
2016,Healthcare,very satisfied,,41.0,female,high school,hardly ever,separated,white,working full time,6.0,"$15,000 to $19,999"
2016,Healthcare,moderately satisfied,,46.0,female,less than high school,often,married,white,keeping house,3.0,"$25,000 or more"
2016,Agriculture,moderately satisfied,,33.0,male,less than high school,hardly ever,married,other,working full time,3.0,"$25,000 or more"
2016,Agriculture,moderately satisfied,,40.0,male,high school,hardly ever,married,white,working full time,3.0,"$25,000 or more"
2016,Other,very satisfied,,70.0,male,bachelor's,never,married,white,working full time,1.0,"$25,000 or more"
2016,Services,a little dissatisfied,,21.0,female,less than high school,sometimes,never married,black,working part time,1.0,"$25,000 or more"
2016,Services,very satisfied,,46.0,female,associate/junior college,often,married,white,working full time,1.0,"$20,000 to $24,999"
2016,Construction,very satisfied,,24.0,male,high school,sometimes,never married,other,working full time,2.0,"$25,000 or more"
2016,Construction,moderately satisfied,,37.0,male,less than high school,always,divorced,white,working full time,5.0,"$25,000 or more"
2016,Healthcare,very satisfied,,24.0,female,high school,sometimes,never married,black,working full time,1.0,"$10,000 to $14,999"
2016,Construction,moderately satisfied,,66.0,male,high school,sometimes,married,white,working full time,4.0,"$25,000 or more"
2016,Construction,very satisfied,,54.0,female,high school,hardly ever,divorced,white,working full time,3.0,"$25,000 or more"
2016,Stores,moderately satisfied,,37.0,male,high school,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Government/Military,very satisfied,,54.0,male,high school,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Services,moderately satisfied,,68.0,male,bachelor's,hardly ever,married,black,working part time,2.0,"$25,000 or more"
2016,Services,very satisfied,,55.0,male,less than high school,sometimes,married,white,working full time,1.0,"$25,000 or more"
2016,Government/Military,very satisfied,,30.0,male,high school,sometimes,never married,white,working full time,2.0,"$25,000 or more"
2016,Healthcare,very satisfied,,28.0,female,high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2016,Services,moderately satisfied,,26.0,female,high school,sometimes,never married,other,working full time,1.0,"$4,000 to $4,999"
2016,Services,moderately satisfied,20.0,57.0,female,high school,sometimes,divorced,white,"with a job, but not at work because of temporary illness, vacation, strike",1.0,"$25,000 or more"
2016,Construction,very satisfied,,53.0,male,high school,hardly ever,divorced,white,working full time,2.0,"$25,000 or more"
2016,Services,very satisfied,,38.0,male,graduate,sometimes,married,white,working full time,2.0,"$25,000 or more"
2016,Education,moderately satisfied,,52.0,female,bachelor's,often,divorced,white,working full time,2.0,"$25,000 or more"
2016,Services,very satisfied,,54.0,female,bachelor's,sometimes,married,other,working part time,3.0,"$25,000 or more"
2016,Manufacturing,moderately satisfied,,48.0,female,high school,sometimes,married,white,working part time,2.0,"$25,000 or more"
